"ID";"UTR3_length";"ARE_counts"
"TENT5D";1602;8
"TEP1";1406,5;4
"TEPP";145;0
"TEPSIN";335,5;0
"TERB2";601;1
"TERF1";1985,5;9
"TERF2";1331;1
"TERF2IP";821;5
"TERT";290,5;0
"TES";1301;4
"TESC";209;0
"TESK1";290,5;1
"TESK2";957;2
"TESMIN";551;1
"TESPA1";1064,6;2
"TET1";2673;5
"TET2";3970,66666666667;11
"TET3";6000;18
"TEX10";110,5;0
"TEX101";198;0
"TEX11";154,333333333333;1
"TEX12";494;5
"TEX13A";34;0
"TEX13B";216;0
"TEX13C";2113;4
"TEX13D";1801;6
"TEX14";331,666666666667;0
"TEX15";319;1
"TEX19";1130;2
"TEX2";1439,66666666667;2
"TEX22";2026;0
"TEX26";593;1
"TEX261";2658;5
"TEX264";299,714285714286;1
"TEX28";106;0
"TEX29";125;0
"TEX30";413,8;2
"TEX33";54;0
"TEX35";129,333333333333;1
"TEX36";216,5;2
"TEX37";111;0
"TEX38";65,3333333333333;0
"TEX43";43;0
"TEX44";137;1
"TEX45";20;0
"TEX46";67;0
"TEX47";75;0
"TEX48";209;0
"TEX49";135;0
"TEX50";94;0
"TEX51";229,5;0
"TEX53";225;0
"TEX55";164;0
"TEX9";294,5;0
"TF";18021;35
"TFAM";2180;8
"TFAP2A";1142,5;5
"TFAP2B";4227;13
"TFAP2C";1270;6
"TFAP2D";124;0
"TFAP2E";652;2
"TFAP4";869;0
"TFB1M";1702;4
"TFB2M";470;4
"TFCP2";802;2
"TFCP2L1";7754;9
"TFDP1";1206;5
"TFDP2";2968,83333333333;6
"TFDP3";380;3
"TFE3";1432;0
"TFEB";620,6;0
"TFEC";5399;16
"TFF1";197;0
"TFF2";176;0
"TFF3";589;0
"TFG";418,25;1
"TFIP11";352;1
"TFPI";1400,25;10
"TFPI2";1424;14
"TFPT";33,5;0
"TFR2";437;0
"TFRC";2594;12
"TG";105;0
"TGDS";728;5
"TGFA";1137,75;4
"TGFB1";729;2
"TGFB1I1";383;0
"TGFB2";3257;7
"TGFB3";617,5;0
"TGFBI";592;0
"TGFBR1";4528;11
"TGFBR2";2543;1
"TGFBR3";1507;3
"TGFBR3L";186;0
"TGFBRAP1";2061,66666666667;1
"TGIF1";537,363636363636;1
"TGIF2";1973,25;0
"TGIF2LX";72;0
"TGIF2LY";239;0
"TGM1";199;0
"TGM2";2834;6
"TGM3";498;0
"TGM4";1265;0
"TGM5";317;1
"TGM6";164,5;0
"TGM7";184;1
"TGOLN2";3409,66666666667;6
"TGS1";1742;4
"TH";304;0
"THADA";145,25;1
"THAP1";1429;8
"THAP10";1112;4
"THAP11";696;1
"THAP12";908;2
"THAP2";3536;16
"THAP3";759;0
"THAP4";201;0
"THAP5";1082;4
"THAP6";1881,33333333333;8
"THAP7";439,5;0
"THAP8";456;0
"THAP9";1045;4
"THBD";2144;9
"THBS1";4097;8
"THBS2";1836;8
"THBS3";226,333333333333;0
"THBS4";143,5;0
"THEG";298;1
"THEGL";184;0
"THEM4";4022;4
"THEM5";270;0
"THEM6";1488;1
"THEMIS";1524,25;7
"THEMIS2";760,5;1
"THG1L";1967;4
"THNSL1";1209;5
"THNSL2";642,333333333333;0
"THOC1";106;0
"THOC2";451;2
"THOC3";442;1
"THOC5";813,75;1
"THOC6";87;0
"THOC7";261,5;1
"THOP1";2531;0
"THPO";364,333333333333;0
"THRA";929,2;1
"THRAP3";735,5;1
"THRB";3764,55555555556;10
"THRSP";712;2
"THSD1";233,333333333333;2
"THSD4";3630,5;6
"THSD7A";5429;19
"THSD7B";1113;5
"THTPA";633;0
"THUMPD1";2453,33333333333;5
"THUMPD2";674;1
"THUMPD3";1462,66666666667;3
"THY1";1309;2
"THYN1";162,5;0
"TIA1";1893,8;8
"TIAF1";331;0
"TIAL1";2045,5;4
"TIAM1";1931;5
"TIAM2";350,5;3
"TICAM1";307;2
"TICAM2";1899;5
"TICRR";931,5;1
"TIE1";386;0
"TIFA";1714;4
"TIFAB";5228;4
"TIGAR";7337;13
"TIGD1";137;1
"TIGD2";347;0
"TIGD3";389;0
"TIGD4";112;0
"TIGD5";3392;0
"TIGD6";860;4
"TIGD7";157;3
"TIGIT";2157;4
"TIMD4";116,5;0
"TIMELESS";975;2
"TIMM10";140;0
"TIMM10B";1373,5;2
"TIMM13";1323;1
"TIMM17A";1110;4
"TIMM17B";281,666666666667;1
"TIMM21";2051;5
"TIMM22";2583;2
"TIMM23";424;1
"TIMM29";552;0
"TIMM44";469;0
"TIMM50";1068;1
"TIMM8A";1630;5
"TIMM8B";478;4
"TIMM9";240,571428571429;1
"TIMMDC1";1334;3
"TIMP1";98;0
"TIMP2";2690;4
"TIMP3";3666;7
"TIMP4";447;0
"TINAG";217;0
"TINAGL1";704,333333333333;1
"TINF2";358,666666666667;0
"TIPARP";1225,25;8
"TIPIN";767;2
"TIPRL";1115;3
"TIRAP";977,5;2
"TJAP1";699,714285714286;1
"TJP1";1282,75;4
"TJP2";562,6;1
"TJP3";127;0
"TK1";454,333333333333;0
"TK2";1868,5;3
"TKFC";2739;2
"TKT";681,333333333333;0
"TKTL1";662;1
"TKTL2";759;5
"TLCD1";109,5;0
"TLCD2";4954;2
"TLCD3A";910;2
"TLCD3B";756;3
"TLCD4";5739;30
"TLCD4-RWDD3";705;5
"TLCD5";2211,33333333333;6
"TLDC2";934;1
"TLE1";515;1
"TLE2";193,666666666667;0
"TLE3";683,142857142857;1
"TLE4";941;2
"TLE5";783;1
"TLE6";175;0
"TLK1";1094,33333333333;2
"TLK2";968,25;2
"TLL1";2033;6
"TLL2";3480;8
"TLN1";843;1
"TLN2";4021;8
"TLNRD1";2428;8
"TLR1";202;2
"TLR10";706,166666666667;1
"TLR2";355,666666666667;2
"TLR3";3196;14
"TLR4";10087;28
"TLR5";1050;2
"TLR6";1924,5;4
"TLR7";1703;5
"TLR8";519,5;2
"TLR9";137;0
"TLX1";851;1
"TLX2";959;0
"TLX3";540;2
"TM2D1";324;3
"TM2D2";1858,33333333333;7
"TM2D3";666;1
"TM4SF1";844;4
"TM4SF18";1590,5;4
"TM4SF19";267;1
"TM4SF19-TCTEX1D2";223;1
"TM4SF20";1686;6
"TM4SF4";701;3
"TM4SF5";83;0
"TM6SF1";572,666666666667;2
"TM6SF2";298;0
"TM7SF2";268,5;0
"TM7SF3";2386;9
"TM9SF1";191,666666666667;1
"TM9SF2";933;4
"TM9SF3";4153;14
"TM9SF4";1813;0
"TMA16";1025;4
"TMA7";326;3
"TMBIM1";1275,33333333333;0
"TMBIM4";822,333333333333;2
"TMBIM6";1607,5;1
"TMC1";1024,66666666667;2
"TMC2";433;0
"TMC3";1331;1
"TMC4";169,5;0
"TMC5";952,4;2
"TMC6";1048;2
"TMC7";1509,66666666667;3
"TMC8";1856;1
"TMCC1";3689;8
"TMCC2";979;5
"TMCC3";3589,5;8
"TMCO1";2479;7
"TMCO2";90;0
"TMCO3";850,5;2
"TMCO4";827;0
"TMCO5A";693;1
"TMCO6";307;1
"TMED1";928;0
"TMED10";3416;4
"TMED2";1853;5
"TMED3";4802;6
"TMED4";1446,33333333333;4
"TMED5";2761,5;10
"TMED6";157;0
"TMED7";2999;18
"TMED8";6742;22
"TMED9";1826;1
"TMEFF1";1036;8
"TMEFF2";1836,66666666667;8
"TMEM100";893,5;1
"TMEM101";740;1
"TMEM102";95;0
"TMEM104";2259,66666666667;2
"TMEM106A";885,25;1
"TMEM106B";11392;43
"TMEM106C";387,2;2
"TMEM107";588;2
"TMEM108";1277;2
"TMEM109";1244,5;1
"TMEM11";1044;0
"TMEM114";190,666666666667;0
"TMEM115";593;0
"TMEM116";328,333333333333;1
"TMEM117";1390;4
"TMEM119";1681;1
"TMEM120A";194;0
"TMEM120B";3974;5
"TMEM121";406;0
"TMEM121B";3093;1
"TMEM123";2535;7
"TMEM125";620;0
"TMEM126A";41,3333333333333;0
"TMEM126B";291,5;0
"TMEM127";3720;2
"TMEM128";724;3
"TMEM129";1119,66666666667;2
"TMEM130";1445;1
"TMEM131";763;1
"TMEM131L";135;0
"TMEM132A";184;1
"TMEM132B";7664;13
"TMEM132C";1620;4
"TMEM132D";2149;1
"TMEM132E";1086;0
"TMEM134";1563;2
"TMEM135";4958;13
"TMEM138";651;1
"TMEM139";918;0
"TMEM140";1216;1
"TMEM141";485;0
"TMEM143";861;2
"TMEM144";1889;5
"TMEM145";247;0
"TMEM147";79;0
"TMEM14A";539;1
"TMEM14B";520,2;2
"TMEM14C";457;1
"TMEM150A";510,5;1
"TMEM150B";58;0
"TMEM150C";2338;4
"TMEM151A";1011;0
"TMEM151B";2917;3
"TMEM154";9918;17
"TMEM155";1364;3
"TMEM156";936;4
"TMEM158";659;4
"TMEM159";592;1
"TMEM160";78;0
"TMEM161A";761;0
"TMEM161B";506;2
"TMEM163";957;1
"TMEM164";4335,66666666667;4
"TMEM165";723;1
"TMEM167A";4238;14
"TMEM167B";2435;6
"TMEM168";2466;9
"TMEM169";2140,5;17
"TMEM17";991;2
"TMEM170A";2998;9
"TMEM170B";7963;28
"TMEM171";79;1
"TMEM174";978;0
"TMEM175";102;0
"TMEM176A";245,5;0
"TMEM176B";236,333333333333;0
"TMEM177";329;0
"TMEM178A";712;2
"TMEM178B";9594;16
"TMEM179";1317,5;0
"TMEM179B";353;0
"TMEM18";2488,33333333333;4
"TMEM181";3540;16
"TMEM182";2537;13
"TMEM183A";1808;4
"TMEM184A";4717;4
"TMEM184B";2161,5;3
"TMEM184C";2287;7
"TMEM185A";1057,33333333333;1
"TMEM185B";4445;5
"TMEM186";772;0
"TMEM187";346;0
"TMEM189";4062,5;5
"TMEM189-UBE2V1";1644;6
"TMEM19";4052;13
"TMEM190";43;0
"TMEM191B";114;0
"TMEM191C";114;0
"TMEM192";9050;13
"TMEM196";2788,5;14
"TMEM198";733;0
"TMEM199";2431;3
"TMEM200A";1163,5;3
"TMEM200B";1473,5;3
"TMEM200C";4069,5;19
"TMEM201";2228,5;1
"TMEM202";474;0
"TMEM203";922;1
"TMEM204";548;1
"TMEM205";36,375;0
"TMEM207";940;5
"TMEM208";157;0
"TMEM209";828;6
"TMEM210";47;1
"TMEM211";223;0
"TMEM212";640,5;1
"TMEM213";3690;6
"TMEM214";760,333333333333;0
"TMEM215";4310;13
"TMEM216";458;0
"TMEM217";828,5;0
"TMEM218";361,142857142857;1
"TMEM219";211,8;0
"TMEM220";988,666666666667;3
"TMEM221";949;0
"TMEM222";933,5;0
"TMEM223";652;1
"TMEM225";218;0
"TMEM225B";338,5;1
"TMEM229A";940;4
"TMEM229B";2794,66666666667;3
"TMEM230";820,111111111111;2
"TMEM231";3253;2
"TMEM232";1084;1
"TMEM233";2370;7
"TMEM234";656;1
"TMEM235";1034,4;0
"TMEM236";4364;11
"TMEM237";4070;4
"TMEM238";131;0
"TMEM239";1644,5;1
"TMEM240";366,5;0
"TMEM241";1994;6
"TMEM242";3876;9
"TMEM243";475;2
"TMEM244";75;0
"TMEM245";5325;14
"TMEM247";20;0
"TMEM248";3029;7
"TMEM249";120;0
"TMEM25";990,875;1
"TMEM250";1726,33333333333;1
"TMEM251";416,5;1
"TMEM252";679;1
"TMEM253";465;0
"TMEM254";839,2;2
"TMEM255A";2219,66666666667;9
"TMEM255B";5092;1
"TMEM256";91;0
"TMEM258";241;1
"TMEM259";966;1
"TMEM26";2513;7
"TMEM260";2018;4
"TMEM262";83;0
"TMEM263";1097,5;4
"TMEM265";1253;2
"TMEM266";648;0
"TMEM267";1502;11
"TMEM268";3109;3
"TMEM270";17;0
"TMEM272";3404;2
"TMEM273";714,5;1
"TMEM275";828;1
"TMEM30A";2340,5;3
"TMEM30B";2722;7
"TMEM31";34;0
"TMEM33";3981,33333333333;16
"TMEM35A";1411;4
"TMEM35B";409;1
"TMEM37";1064;0
"TMEM38A";1652;0
"TMEM38B";2549;7
"TMEM39A";3032;4
"TMEM39B";190;0
"TMEM40";846,75;1
"TMEM41A";1936;1
"TMEM41B";949;5
"TMEM42";484;0
"TMEM43";1884;2
"TMEM44";681,25;0
"TMEM45A";420;1
"TMEM45B";924;1
"TMEM47";3238;10
"TMEM50A";1656;5
"TMEM50B";2057,5;2
"TMEM51";746;0
"TMEM52";291;1
"TMEM52B";1653;3
"TMEM53";703;3
"TMEM54";210;0
"TMEM59";1354,4;4
"TMEM59L";503;0
"TMEM60";244;0
"TMEM61";185;2
"TMEM62";558;1
"TMEM63A";1403;0
"TMEM63B";636;2
"TMEM63C";2769;0
"TMEM64";3673,5;16
"TMEM65";7771;36
"TMEM67";988,5;5
"TMEM68";1014,16666666667;8
"TMEM69";531;1
"TMEM70";690;1
"TMEM71";1019;2
"TMEM72";968;0
"TMEM74";5207;18
"TMEM74B";287;0
"TMEM79";845;1
"TMEM80";327;1
"TMEM81";424;0
"TMEM82";350;0
"TMEM86A";2776;3
"TMEM86B";543;0
"TMEM87A";1177;5
"TMEM87B";3171;10
"TMEM88";252,5;1
"TMEM88B";20;0
"TMEM89";83;0
"TMEM8B";2754,8;3
"TMEM9";725,4;0
"TMEM91";233,833333333333;0
"TMEM92";2177;1
"TMEM94";764;1
"TMEM95";382,666666666667;0
"TMEM97";1892;2
"TMEM98";1971;4
"TMEM9B";987,666666666667;1
"TMF1";2339,5;22
"TMIE";1198;1
"TMIGD1";368;3
"TMIGD2";251,333333333333;0
"TMIGD3";339;1
"TMLHE";1277;3
"TMOD1";2044;6
"TMOD2";4168;18
"TMOD3";6915;26
"TMOD4";94;0
"TMPO";1470,5;6
"TMPPE";2412,5;2
"TMPRSS11A";1499;6
"TMPRSS11B";1258;6
"TMPRSS11D";1461;4
"TMPRSS11E";800;3
"TMPRSS11F";711;2
"TMPRSS12";371;1
"TMPRSS13";1138,25;1
"TMPRSS15";853;4
"TMPRSS2";1186,33333333333;3
"TMPRSS3";684;0
"TMPRSS4";1811,83333333333;4
"TMPRSS5";487,4;0
"TMPRSS6";644;0
"TMPRSS7";133;1
"TMPRSS9";85,5;0
"TMSB10";248;0
"TMSB15A";405;0
"TMSB15B";402;0
"TMSB4X";378,25;0
"TMSB4Y";765;3
"TMTC1";6006;22
"TMTC2";1329,5;5
"TMTC3";4238;22
"TMTC4";750;4
"TMUB1";301,8;0
"TMUB2";808,833333333333;1
"TMX1";3136;17
"TMX2";728;2
"TMX3";1253,33333333333;9
"TMX4";4905;8
"TNC";1582;2
"TNF";799;9
"TNFAIP1";2409;1
"TNFAIP2";2079;0
"TNFAIP3";1993;5
"TNFAIP6";513;4
"TNFAIP8";1974,75;7
"TNFAIP8L1";3138;5
"TNFAIP8L2";497;0
"TNFAIP8L3";1281,5;1
"TNFRSF10A";1242;5
"TNFRSF10B";1449;4
"TNFRSF10C";406;1
"TNFRSF10D";2282;12
"TNFRSF11A";3626,5;11
"TNFRSF11B";817;3
"TNFRSF12A";557;2
"TNFRSF13B";466;0
"TNFRSF13C";3344;3
"TNFRSF14";556;0
"TNFRSF17";221;0
"TNFRSF18";146,333333333333;0
"TNFRSF19";1773,75;6
"TNFRSF1A";541;0
"TNFRSF1B";2200;0
"TNFRSF21";1233;6
"TNFRSF25";167,2;0
"TNFRSF4";215;0
"TNFRSF6B";121;1
"TNFRSF8";1675;0
"TNFRSF9";2964,5;5
"TNFSF10";1103;2
"TNFSF11";616,5;4
"TNFSF12";531;0
"TNFSF12-TNFSF13";768;0
"TNFSF13";486,666666666667;0
"TNFSF13B";1546;12
"TNFSF14";2022;2
"TNFSF15";5800;15
"TNFSF18";1407;4
"TNFSF4";2783,5;9
"TNFSF8";911,5;1
"TNFSF9";858;4
"TNIK";767,25;2
"TNIP1";455,545454545455;0
"TNIP2";592,333333333333;0
"TNIP3";732;3
"TNK1";671,5;0
"TNK2";816,333333333333;0
"TNKS";5610;11
"TNKS1BP1";451;2
"TNKS2";2476;11
"TNMD";168;0
"TNN";1004;3
"TNNC1";175;0
"TNNC2";134;0
"TNNI1";2109,66666666667;2
"TNNI2";127,5;0
"TNNI3";67;0
"TNNI3K";446;2
"TNNT1";145;0
"TNNT2";194,555555555556;0
"TNNT3";145,857142857143;0
"TNP1";209;0
"TNP2";139;0
"TNPO1";4169;16
"TNPO2";1170,8;1
"TNPO3";783;2
"TNR";4360,5;5
"TNRC18";1306;1
"TNRC6A";2412,5;5
"TNRC6B";9454,75;15
"TNRC6C";3304,5;6
"TNS1";1717,25;1
"TNS2";488,666666666667;0
"TNS3";2922;6
"TNS4";1754;1
"TNXB";194;0
"TOB1";388,5;2
"TOB2";2817;3
"TOE1";271;0
"TOGARAM1";870;2
"TOGARAM2";9280;13
"TOLLIP";2045,5;3
"TOM1";778,25;0
"TOM1L1";467;2
"TOM1L2";918,142857142857;1
"TOMM20";2723;4
"TOMM20L";120;1
"TOMM22";1580;2
"TOMM34";979;1
"TOMM40";519,666666666667;0
"TOMM40L";1607,66666666667;0
"TOMM5";420,666666666667;1
"TOMM6";356,5;0
"TOMM7";538;2
"TOMM70";2133;6
"TONSL";368;0
"TOP1";1190;4
"TOP1MT";86,75;0
"TOP2A";994;4
"TOP2B";361,5;1
"TOP3A";2127,5;4
"TOP3B";86;0
"TOPAZ1";87;0
"TOPBP1";995,5;4
"TOPORS";702;5
"TOR1A";1030;2
"TOR1AIP1";4115;11
"TOR1AIP2";4665;11
"TOR1B";1698;3
"TOR2A";956,714285714286;0
"TOR3A";778;0
"TOR4A";2680;1
"TOX";2335;12
"TOX2";754,5;1
"TOX3";2014;7
"TOX4";2566,5;3
"TP53";1344,6875;0
"TP53AIP1";701;1
"TP53BP1";1554,33333333333;3
"TP53BP2";957;3
"TP53I11";2396,8;2
"TP53I13";233;0
"TP53I3";104;0
"TP53INP1";4640;14
"TP53INP2";3130,5;1
"TP53RK";2388;4
"TP53TG3";1021;6
"TP53TG3B";1024;6
"TP53TG3C";1019;6
"TP53TG3D";1019;6
"TP53TG3E";1016;6
"TP53TG3F";1021;6
"TP53TG5";1350;0
"TP63";874,7;2
"TP73";1598,54545454545;1
"TPBG";2330;10
"TPBGL";1506;0
"TPCN1";1910,5;2
"TPCN2";2644;3
"TPD52";2203;12
"TPD52L1";642,222222222222;1
"TPD52L2";1464,66666666667;0
"TPD52L3";1078;1
"TPGS1";231;0
"TPGS2";697,125;2
"TPH1";3427;10
"TPH2";745;2
"TPI1";453,8;0
"TPK1";1599,5;3
"TPM1";322,727272727273;1
"TPM2";152,5;0
"TPM3";1666,66666666667;4
"TPM4";1656;3
"TPMT";2357;5
"TPO";431;1
"TPP1";1778;1
"TPP2";893,5;2
"TPPP";5240;4
"TPPP2";406;0
"TPPP3";351,25;1
"TPR";2319;5
"TPRA1";1179,8;1
"TPRG1";2362,5;10
"TPRG1L";1524;2
"TPRKB";58,6666666666667;0
"TPRN";493;0
"TPRX1";532;1
"TPSAB1";314;0
"TPSD1";632;0
"TPSG1";137;3
"TPST1";569,5;2
"TPST2";1779;3
"TPT1";2129,25;6
"TPTE";270;4
"TPTE2";136,75;1
"TPTEP2-CSNK1E";53;0
"TPX2";720;2
"TRA2A";776;3
"TRA2B";1588,5;3
"TRABD";880,25;1
"TRABD2A";319,666666666667;0
"TRABD2B";5374;2
"TRADD";464;0
"TRAF1";2627;1
"TRAF2";706;0
"TRAF3";3571;5
"TRAF3IP1";1940,5;5
"TRAF3IP2";912,857142857143;1
"TRAF3IP3";186,5;1
"TRAF4";1379;2
"TRAF5";1525;4
"TRAF6";3367;8
"TRAF7";1555;0
"TRAFD1";812,5;0
"TRAIP";502;0
"TRAK1";2041,25;6
"TRAK2";3336;7
"TRAM1";1602;7
"TRAM1L1";730;2
"TRAM2";5789;3
"TRANK1";1452;0
"TRAP1";91,5;2
"TRAPPC1";259;0
"TRAPPC10";3021;12
"TRAPPC11";958,5;3
"TRAPPC12";105;0
"TRAPPC13";847;3
"TRAPPC2";1458;3
"TRAPPC2B";101;1
"TRAPPC2L";639,75;1
"TRAPPC3";489,5;1
"TRAPPC3L";1965;7
"TRAPPC4";307,8;2
"TRAPPC5";1652,33333333333;1
"TRAPPC6A";244,5;0
"TRAPPC6B";2537;10
"TRAPPC8";1575;3
"TRAPPC9";1590,66666666667;1
"TRARG1";2714;0
"TRAT1";1059;5
"TRDMT1";11704;33
"TRDN";877;3
"TREH";496,5;0
"TREM1";1475,33333333333;3
"TREM2";176;1
"TREML1";188,666666666667;0
"TREML2";2678;1
"TREML4";969,5;1
"TRERF1";3267;8
"TREX1";44;0
"TREX2";20;0
"TRH";719;0
"TRHDE";7563;30
"TRHR";120,5;0
"TRIAP1";908;2
"TRIB1";1194,5;1
"TRIB2";1940;6
"TRIB3";463,5;0
"TRIL";2253;4
"TRIM10";1884,5;3
"TRIM11";1029;1
"TRIM13";1622,5;4
"TRIM14";1232,66666666667;1
"TRIM15";344;1
"TRIM16";651,4;0
"TRIM16L";658;0
"TRIM17";253,75;0
"TRIM2";2873,5;14
"TRIM21";388;1
"TRIM22";1215;3
"TRIM23";788,333333333333;4
"TRIM24";2839,5;7
"TRIM25";2380;2
"TRIM26";1421;1
"TRIM27";1068;0
"TRIM28";162;1
"TRIM29";566;1
"TRIM3";412,75;1
"TRIM31";639;1
"TRIM32";1595;3
"TRIM33";2449;11
"TRIM34";689;5
"TRIM35";1537,5;2
"TRIM36";825,8;5
"TRIM37";610,666666666667;2
"TRIM38";7544;19
"TRIM39";1469,8;0
"TRIM39-RPP21";44;0
"TRIM4";1750;4
"TRIM40";920,666666666667;1
"TRIM41";731;1
"TRIM42";176;0
"TRIM43";205;0
"TRIM44";11622;30
"TRIM45";1245;3
"TRIM46";648;1
"TRIM47";319;0
"TRIM48";679;1
"TRIM49";475;2
"TRIM49B";263;1
"TRIM49C";475;2
"TRIM49D1";327;1
"TRIM5";1343;4
"TRIM50";197,5;0
"TRIM52";2267;2
"TRIM54";552;0
"TRIM55";530;1
"TRIM56";8387;1
"TRIM58";3649;10
"TRIM59";2469;6
"TRIM6";906;3
"TRIM6-TRIM34";689;5
"TRIM60";199,5;1
"TRIM61";339;0
"TRIM62";1126,5;2
"TRIM63";569;0
"TRIM64";183;1
"TRIM64B";1339;4
"TRIM64C";20;0
"TRIM65";1816;4
"TRIM67";802;1
"TRIM68";1604;0
"TRIM69";54,6666666666667;0
"TRIM7";793,6;1
"TRIM71";6013;8
"TRIM72";6782;6
"TRIM73";401;0
"TRIM74";397;0
"TRIM77";20;0
"TRIM8";3326;1
"TRIM9";1982,5;4
"TRIML1";371;1
"TRIML2";100;0
"TRIO";1782;6
"TRIOBP";1318,33333333333;1
"TRIP10";257,333333333333;0
"TRIP11";3682;18
"TRIP12";1314;5
"TRIP13";1017;3
"TRIP4";239;1
"TRIP6";151;0
"TRIQK";1460,55555555556;9
"TRIR";356,666666666667;1
"TRIT1";1673,33333333333;3
"TRMO";221,5;0
"TRMT1";30,5;0
"TRMT10A";2372,33333333333;9
"TRMT10B";1188,75;1
"TRMT10C";453;0
"TRMT11";440;4
"TRMT112";215,666666666667;0
"TRMT12";752;0
"TRMT13";1678;7
"TRMT1L";1918;3
"TRMT2A";517,75;0
"TRMT2B";1184;0
"TRMT44";554;0
"TRMT5";3668;6
"TRMT6";1004,5;4
"TRMT61A";2252;0
"TRMT61B";378;0
"TRMT9B";7733;18
"TRMU";282;0
"TRNAU1AP";909;0
"TRNP1";1182;4
"TRNT1";750,333333333333;1
"TRO";165,666666666667;1
"TROAP";132;1
"TRPA1";1656;3
"TRPC1";1530,33333333333;9
"TRPC3";2982;11
"TRPC4";109;0
"TRPC4AP";742;2
"TRPC5";1998;6
"TRPC5OS";616;1
"TRPC6";1391;8
"TRPC7";51,6666666666667;0
"TRPM1";616,75;3
"TRPM2";1023;0
"TRPM3";1126,625;3
"TRPM4";260;0
"TRPM5";422;0
"TRPM6";2118;4
"TRPM7";2952,5;10
"TRPM8";2266;6
"TRPS1";3157,25;10
"TRPT1";62,4;1
"TRPV1";1283,5;0
"TRPV2";114;0
"TRPV3";399;0
"TRPV4";191,333333333333;1
"TRPV5";413;0
"TRPV6";499;0
"TRRAP";888;2
"TRUB1";2297;18
"TRUB2";4391;4
"TSACC";35,75;0
"TSBP1";277,333333333333;0
"TSC1";3457,75;4
"TSC2";213;0
"TSC22D1";2350,8;5
"TSC22D2";7795;34
"TSC22D3";1105,5;1
"TSC22D4";440;0
"TSEN15";1361,25;0
"TSEN2";766,75;3
"TSEN34";878,25;3
"TSEN54";323;0
"TSFM";641,25;3
"TSG101";235;0
"TSGA10";519,333333333333;2
"TSGA10IP";23;0
"TSGA13";226,5;0
"TSHB";75;0
"TSHR";1101,25;1
"TSHZ1";1309;9
"TSHZ2";4269,5;10
"TSHZ3";1602;9
"TSKS";16;0
"TSKU";1469;1
"TSLP";1952;7
"TSN";2566;4
"TSNARE1";454,75;0
"TSNAX";1619;18
"TSNAXIP1";56,6666666666667;0
"TSPAN1";429;0
"TSPAN10";454;0
"TSPAN11";2461,5;0
"TSPAN12";745;2
"TSPAN13";1045;4
"TSPAN14";7650;7
"TSPAN15";688;0
"TSPAN16";137,333333333333;0
"TSPAN17";1398,66666666667;0
"TSPAN18";3244;2
"TSPAN19";170;0
"TSPAN2";1306,5;4
"TSPAN3";2347;4
"TSPAN31";1465,5;1
"TSPAN32";218;1
"TSPAN33";1825;0
"TSPAN4";360,625;1
"TSPAN5";2155;1
"TSPAN6";2917,5;6
"TSPAN7";982;1
"TSPAN8";240;2
"TSPAN9";3445,5;1
"TSPEAR";1890;3
"TSPO";240;0
"TSPO2";137,5;0
"TSPOAP1";1249;1
"TSPY1";214;0
"TSPY10";214;0
"TSPY2";188;0
"TSPY3";188;0
"TSPY4";188;0
"TSPY8";188;0
"TSPYL1";3221,5;7
"TSPYL2";601;1
"TSPYL4";2800;5
"TSPYL5";3103;1
"TSPYL6";1741;3
"TSR1";1800;0
"TSR2";3482;1
"TSR3";197;0
"TSSC4";253,333333333333;0
"TSSK1B";1183;5
"TSSK2";146;0
"TSSK3";56;0
"TSSK4";87;1
"TSSK6";481,5;0
"TST";166;0
"TSTA3";292;0
"TSTD1";178,666666666667;1
"TSTD2";2389;2
"TSTD3";198;2
"TTBK1";2882;0
"TTBK2";7065;20
"TTC1";462;0
"TTC12";89,5;0
"TTC13";662;1
"TTC14";1451,75;4
"TTC16";185;0
"TTC17";890,5;3
"TTC19";1882;9
"TTC21A";101,5;0
"TTC21B";1393;10
"TTC22";1263;1
"TTC23";859,333333333333;1
"TTC23L";164;0
"TTC24";220;0
"TTC25";1020;0
"TTC26";1214,4;3
"TTC27";113;0
"TTC28";4207;10
"TTC29";258,333333333333;1
"TTC3";1535;2
"TTC30A";3705;10
"TTC30B";1768;7
"TTC31";1668;2
"TTC32";356;4
"TTC33";4569;11
"TTC34";20;0
"TTC36";281;0
"TTC37";1782;10
"TTC38";1124;0
"TTC39A";623,166666666667;1
"TTC39B";2181,6;9
"TTC39C";1720;5
"TTC4";1144;3
"TTC5";3400;8
"TTC7A";1242;0
"TTC7B";16804;15
"TTC8";967,625;4
"TTC9";4211;7
"TTC9B";105;0
"TTC9C";237,5;0
"TTF1";367;1
"TTF2";5929;13
"TTI1";439,333333333333;2
"TTI2";288,75;2
"TTK";325;0
"TTL";12944;23
"TTLL1";260;0
"TTLL10";300;0
"TTLL11";433;1
"TTLL12";1386;0
"TTLL2";917;2
"TTLL3";865;2
"TTLL4";1027;0
"TTLL5";633;0
"TTLL6";736;0
"TTLL7";4938;17
"TTLL9";1495,5;3
"TTN";714,833333333333;4
"TTPA";1764;5
"TTPAL";5062;6
"TTR";247;0
"TTYH1";525,666666666667;1
"TTYH2";1353,33333333333;0
"TTYH3";3063;1
"TUB";2421;2
"TUBA1A";95,3333333333333;0
"TUBA1B";176;0
"TUBA1C";741,5;1
"TUBA3C";91;0
"TUBA3D";86;0
"TUBA3E";86;0
